FID,OBJECTID,Id,categ,pend_porc,Fuente,id_pend,COD_COB25_,NOM_COB25,SIM_COB25,GEOLOGIA_1,GEOLOGIA_2,LATITUD_Y,LONGITUD_X,Elevacion,Pendiente,NOMBRE,CODIGO,DATO_ID,FECHA1,FECHA2,CONCAT,Long,Lat,ESTACIÓN,P_24H__mm_,P_3DIAS__m,P_7DIAS__m,P_10DIAS__,P15DIAS__m,P30DIAS__m,P60DIAS__m,P90DIAS__m
329,330,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.391980599,-76.58724944,1313.153198,10.21830082,LA FONDA,2622320101,330,9/20/2003 0:00,9/20/2003 0:00,9/20/2003LA FONDA CANTA CLARO,-76.58724944,3.391980599,LA FONDA CANTA CLARO,0,0,0,5,50,51,76,105
330,331,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.372202413,-76.54979613,1010.538513,33.02156448,NAPOLES,2622330108,331,8/30/2019 0:00,8/30/2019 0:00,8/30/2019NAPOLES,-76.54979613,3.372202413,NAPOLES,0,0,0,0.3,2.5,3.9,57.1,146.3
331,332,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Qca2(RPan),Cono aluvial 2 rio Pance,3.310771882,-76.54769662,1001.350159,5.674838066,EL PALACIO,2622100102,332,8/19/2015 0:00,8/19/2015 0:00,8/19/2015EL PALACIO,-76.54769662,3.310771882,EL PALACIO,0,0,36,36,36,46,81,102
332,333,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.385916086,-76.55729372,997.2584839,17.76845551,NAPOLES,2622330108,333,8/3/2019 0:00,8/3/2019 0:00,8/3/2019NAPOLES,-76.55729372,3.385916086,NAPOLES,0,1,0.6,28.4,43,53.8,142.7,333.9
333,334,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,Qca1(RPan),Cono aluvial 1 rio Pance,3.363315812,-76.55417037,1051.084961,7.006042004,LA RIVERITA,2622310103,334,8/4/2017 0:00,8/4/2017 0:00,8/4/2017LA RIVERITA,-76.55417037,3.363315812,LA RIVERITA,0,0,0,0,0,53.1,181.4,345.8
334,335,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.432073356,-76.59191641,1476.621338,23.78432083,YANACONAS,2622410102,335,8/12/2015 0:00,8/12/2015 0:00,8/12/2015YANACONAS,-76.59191641,3.432073356,YANACONAS,0,0,2,2,10,28,32,116
335,336,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Qca1(RPan),Cono aluvial 1 rio Pance,3.361628465,-76.54527918,1007.344543,31.93451118,LA RIVERITA,2622310103,336,8/30/2018 0:00,8/30/2018 0:00,8/30/2018LA RIVERITA,-76.54527918,3.361628465,LA RIVERITA,0,0,1,1,4.2,32.9,53.2,130.1
336,337,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,TOg,Formacion Guachinte,3.368774368,-76.56838635,1098.779663,43.68172455,LA RIVERITA,2622310103,337,9/16/2018 0:00,9/16/2018 0:00,9/16/2018LA RIVERITA,-76.56838635,3.368774368,LA RIVERITA,1,33,46.5,46.5,46.6,50.8,83.2,107.1
337,338,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.448990222,-76.53742585,1005.058899,4.037531853,COLEGIO SAN JUAN BOSCO,2622330101,338,8/9/2019 0:00,8/9/2019 0:00,8/9/2019PLANTA RIO CALI,-76.53742585,3.448990222,PLANTA RIO CALI,0,0,1.9,2,3,25.1,94.5,309.2
338,339,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.450693136,-76.56202723,1110.488647,38.64671707,CALI - BOCATOMA,2622400106,339,8/14/2016 0:00,8/14/2016 0:00,8/14/2016CALI - BOCATOMA,-76.56202723,3.450693136,CALI - BOCATOMA,0,0,0,0,0,8.4,92.6,221.4
339,340,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.393908298,-76.55937735,993.4919434,20.03730774,NAPOLES,2622330108,340,8/20/2019 0:00,8/20/2019 0:00,8/20/2019NAPOLES,-76.55937735,3.393908298,NAPOLES,0,2,2.2,2.2,3.3,34.4,103.8,235.5
340,341,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.408829568,-76.5651074,996.5220337,18.61285019,IDEAS,2622330111,341,8/18/2016 0:00,8/18/2016 0:00,8/18/2016IDEAS,-76.5651074,3.408829568,IDEAS,0,0,0,0,1.2,25.3,61.4,232.8
341,342,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.409174634,-76.55578948,977.6685791,9.261695862,IDEAS,2622330111,342,9/7/2016 0:00,9/7/2016 0:00,9/7/2016IDEAS,-76.55578948,3.409174634,IDEAS,0,17,29.8,41.8,50.9,50.9,67.4,157.5
342,343,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,Qca1(RPan),Cono aluvial 1 rio Pance,3.360281513,-76.54967197,1048.233765,11.39416313,LA RIVERITA,2622310103,343,8/15/2019 0:00,8/15/2019 0:00,8/15/2019LA RIVERITA,-76.54967197,3.360281513,LA RIVERITA,0,0,0,0,0,31.6,147.9,380.9
343,344,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,Qca2(RPan),Cono aluvial 2 rio Pance,3.304661962,-76.5579334,998.8447876,15.5883131,EL PALACIO,2622100102,344,9/19/2015 0:00,9/19/2015 0:00,9/19/2015EL PALACIO,-76.5579334,3.304661962,EL PALACIO,0,2,3,23,33,33,79,114
344,345,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,TQj,Formacion Jamundi,3.323417141,-76.55362942,1027.196289,6.002776146,LA RIVERITA,2622310103,345,8/24/2018 0:00,8/24/2018 0:00,8/24/2018LA RIVERITA,-76.55362942,3.323417141,LA RIVERITA,1,1,0.9,0.9,4.9,30.8,53.2,135
345,346,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.31441348,-76.5491065,1008.344116,6.916009903,EL PALACIO,2622100102,346,9/26/2015 0:00,9/26/2015 0:00,9/26/2015EL PALACIO,-76.5491065,3.31441348,EL PALACIO,0,0,3,5,6,36,72,117
346,347,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.383233242,-76.57595995,1234.062012,26.06775093,LA FONDA,2622320101,347,8/5/2005 0:00,8/5/2005 0:00,8/5/2005LA FONDA CANTA CLARO,-76.57595995,3.383233242,LA FONDA CANTA CLARO,0,2,2,2,2,5,42,200
347,348,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.300063221,-76.55985382,1011.795471,9.273874283,JAMUNDI,2622100202,348,10/1/2012 0:00,10/1/2012 0:00,10/1/2012EL PALACIO,-76.55985382,3.300063221,EL PALACIO,0,0,1,17,17,17,45,147
348,349,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,Qca1(RPan),Cono aluvial 1 rio Pance,3.346284138,-76.55083413,1102.266357,4.151127338,LA RIVERITA,2622310103,349,8/4/2019 0:00,8/4/2019 0:00,8/4/2019LA RIVERITA,-76.55083413,3.346284138,LA RIVERITA,0,0,0,0.2,31.6,54.3,282.2,437.4
349,350,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31331,Bosque mixto fragmentado con vegetación natural,BNFVN,TQj,Formacion Jamundi,3.336051739,-76.5624548,1097.927856,15.42373085,LA RIVERITA,2622310103,350,9/22/2018 0:00,9/22/2018 0:00,9/22/2018LA RIVERITA,-76.5624548,3.336051739,LA RIVERITA,0,0,1.4,46.5,46.5,50.8,80.6,103.2
350,351,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,TQj,Formacion Jamundi,3.341416864,-76.56631365,1169.299316,19.77532005,LA RIVERITA,2622310103,351,8/14/2017 0:00,8/14/2017 0:00,8/14/2017LA RIVERITA,-76.56631365,3.341416864,LA RIVERITA,0,0,31.4,31.4,31.4,78.5,156.1,223.3
351,352,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Qca2(RPan),Cono aluvial 2 rio Pance,3.337989403,-76.55086522,1067.003418,9.293491364,LA RIVERITA,2622310103,352,9/24/2018 0:00,9/24/2018 0:00,9/24/2018LA RIVERITA,-76.55086522,3.337989403,LA RIVERITA,0,0,0,7.7,46.5,49.8,80.5,103.1
352,353,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.302264746,-76.56056803,999.6237793,10.28762341,JAMUNDI,2622100202,353,8/18/2021 0:00,8/18/2021 0:00,8/18/2021EL PALACIO,-76.56056803,3.302264746,EL PALACIO,0,0,12,14,23,60,69,292
353,354,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,12211,Otras superficies artificiales sin construcción,OISC,Kv,Formacion Volcanica,3.434052128,-76.54924437,1018.529297,47.70287704,PLANTA RIO CALI,2622400103,354,9/27/2015 0:00,9/27/2015 0:00,9/27/2015PLANTA RIO CALI,-76.54924437,3.434052128,PLANTA RIO CALI,0,0,0,0,0.6,2,24.7,62.7
354,355,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.430807196,-76.57537227,1365.971558,18.5875473,LOS CRISTALES,2622330105,355,9/24/2003 0:00,9/24/2003 0:00,9/24/2003LOS CRISTALES,-76.57537227,3.430807196,LOS CRISTALES,0,0,12,21,31,79,126,172
355,356,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,Qca2(RPan),Cono aluvial 2 rio Pance,3.29605512,-76.56027585,984.8694458,30.92143631,JAMUNDI,2622100202,356,9/15/2016 0:00,9/15/2016 0:00,9/15/2016EL PALACIO,-76.56027585,3.29605512,EL PALACIO,0,0,35,49,121,135,163,220
356,357,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.339782823,-76.56524117,1181.32959,12.11977005,LA RIVERITA,2622310103,357,9/13/2018 0:00,9/13/2018 0:00,9/13/2018LA RIVERITA,-76.56524117,3.339782823,LA RIVERITA,14,14,13.8,13.8,42.1,43.1,50.5,96.9
357,358,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.418007106,-76.55681284,989.0836792,14.60753632,IDEAS,2622330111,358,8/1/2016 0:00,8/1/2016 0:00,8/1/2016IDEAS,-76.55681284,3.418007106,IDEAS,0,0,22.2,24.1,24.1,26.7,172.3,346.8
358,359,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.486140753,-76.52928028,997.3502808,21.3445549,AGUACATAL-MONTEBELLO,2622420101,359,8/7/2014 0:00,8/7/2014 0:00,8/7/2014AGUACATAL-MONTEBELLO,-76.52928028,3.486140753,AGUACATAL-MONTEBELLO,3,3,3,3,8,8,24,72
359,360,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,TQj,Formacion Jamundi,3.326397673,-76.55358819,1034.130737,1.594659686,LA RIVERITA,2622310103,360,9/24/2018 0:00,9/24/2018 0:00,9/24/2018LA RIVERITA,-76.55358819,3.326397673,LA RIVERITA,0,0,0,7.7,46.5,49.8,80.5,103.1
360,361,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,TQj,Formacion Jamundi,3.326667919,-76.56167791,1107.866089,29.2084198,LA RIVERITA,2622310103,361,9/25/2018 0:00,9/25/2018 0:00,9/25/2018LA RIVERITA,-76.56167791,3.326667919,LA RIVERITA,0,0,0,1.4,46.9,50.2,80.5,103
361,362,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.315672552,-76.57352553,1173.59314,26.09546852,PANCE - CHORRERA,2622110103,362,12/24/2017 0:00,12/24/2017 0:00,12/24/2017PANCE - CHORRERA,-76.57352553,3.315672552,PANCE - CHORRERA,8,8,8.2,8.2,106.4,142,526,686
362,363,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.311974075,-76.5682507,1095.298096,13.20307255,EL PALACIO,2622100102,363,12/27/2005 0:00,12/27/2005 0:00,12/27/2005EL PALACIO,-76.5682507,3.311974075,EL PALACIO,0,5,89,89,133,185,308,426
363,364,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.436022888,-76.55018234,1054.556152,9.521448135,PLANTA RIO CALI,2622400103,364,12/3/2016 0:00,12/3/2016 0:00,12/3/2016PLANTA RIO CALI,-76.55018234,3.436022888,PLANTA RIO CALI,6,32,33,33.1,43.5,88,176.3,262.1
364,365,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.375638998,-76.59500222,1507.419189,46.02421188,LILI - SAN SEBASTIAN,2622310201,365,12/25/2013 0:00,12/25/2013 0:00,12/25/2013LILI - SAN SEBASTIAN,-76.59500222,3.375638998,LILI - SAN SEBASTIAN,0,2,28,47,50,102,281,409
365,366,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Kv,Formacion Volcanica,3.472802635,-76.56231209,1112.904419,7.045378685,EL COLEGIO,2622420105,366,12/1/2018 0:00,12/1/2018 0:00,12/1/2018EL COLEGIO,-76.56231209,3.472802635,EL COLEGIO,1,5,55.6,67.3,108.7,130.8,217.3,292.9
366,367,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.393380268,-76.57820259,1306.085693,18.27513695,LA FONDA,2622320101,367,12/20/2013 0:00,12/20/2013 0:00,12/20/2013LA FONDA CANTA CLARO,-76.57820259,3.393380268,LA FONDA CANTA CLARO,0,3,10,11,24,46,208,262
367,368,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.471357094,-76.53156493,988.8447876,26.6015625,COLEGIO SAN LUIS,2622400101,368,12/9/2013 0:00,12/9/2013 0:00,12/9/2013COLEGIO SAN LUIS,-76.53156493,3.471357094,COLEGIO SAN LUIS,5,8,11,49,96,151,423,533
368,369,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Qca2(RPan),Cono aluvial 2 rio Pance,3.340085595,-76.55322346,1083.403442,11.09665108,LA RIVERITA,2622310103,369,8/27/2018 0:00,8/27/2018 0:00,8/27/2018LA RIVERITA,-76.55322346,3.340085595,LA RIVERITA,0,0,1,1,4.9,30.3,53.2,135.1
369,370,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.318234494,-76.57085451,1187.821167,34.13459015,PANCE - CHORRERA,2622110103,370,12/21/2018 0:00,12/21/2018 0:00,12/21/2018PANCE - CHORRERA,-76.57085451,3.318234494,PANCE - CHORRERA,0,0,0.4,12.6,14.8,266.8,498.8,742.2
370,371,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.455614344,-76.53655813,1002.692505,13.40801811,COLEGIO SAN LUIS,2622400101,371,12/28/2020 0:00,12/28/2020 0:00,12/28/2020COLEGIO SAN LUIS,-76.53655813,3.455614344,COLEGIO SAN LUIS,0,1,53.8,54,54,82.4,112.4,153.2
371,372,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.450561157,-76.54780795,1051.427246,30.33114243,PLANTA RIO CALI,2622400103,372,12/7/2016 0:00,12/7/2016 0:00,12/7/2016PLANTA RIO CALI,-76.54780795,3.450561157,PLANTA RIO CALI,0,9,41.8,42.7,45.7,84.7,171.2,262.2
372,373,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.381929495,-76.57061462,1189.193237,55.42061234,NAPOLES,2622330108,373,12/6/2019 0:00,12/6/2019 0:00,12/6/2019NAPOLES,-76.57061462,3.381929495,NAPOLES,0,2,17.9,22.3,41.1,70.2,249,363
373,374,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31352,Bosque de guadua,BG,TQj,Formacion Jamundi,3.313510407,-76.55038432,1018.644531,13.30224609,EL PALACIO,2622100102,374,12/15/2015 0:00,12/15/2015 0:00,12/15/2015EL PALACIO,-76.55038432,3.313510407,EL PALACIO,2,2,2,2,2,89,374.3,500.3
374,375,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.465501519,-76.53238393,986.1272583,19.12860107,COLEGIO SAN LUIS,2622400101,375,12/12/2015 0:00,12/12/2015 0:00,12/12/2015COLEGIO SAN LUIS,-76.53238393,3.465501519,COLEGIO SAN LUIS,2,2,2,2,2,6,12,39.4
375,376,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,21110,Otros cultivos arbóreos plantados densos,OCARD,Ql/Kv,Lateritas Formacion Volcanica,3.43682259,-76.61029739,1507.704956,13.5329895,PICHINDE,2622400108,376,12/8/2022 0:00,12/8/2022 0:00,12/8/2022PICHINDE,-76.61029739,3.43682259,PICHINDE,0,4,21.4,34.4,47.2,137.6,300.4,485.6
376,377,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,Ql/Kv,Lateritas Formacion Volcanica,3.503441898,-76.61753506,1902.434814,18.39825249,AGUACATAL,2622420103,377,12/9/2016 0:00,12/9/2016 0:00,12/9/2016AGUACATAL,-76.61753506,3.503441898,AGUACATAL,0,3,12.4,71.4,98,199.4,300,450
377,378,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31352,Bosque de guadua,BG,Qca2(RPan),Cono aluvial 2 rio Pance,3.319082234,-76.54802018,1015.756653,5.279693604,EL PALACIO,2622100102,378,12/4/2016 0:00,12/4/2016 0:00,12/4/2016EL PALACIO,-76.54802018,3.319082234,EL PALACIO,0,4,10,10,59,129,361,463
378,379,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.414295867,-76.56312059,995.3299561,12.98218918,IDEAS,2622330111,379,8/2/2016 0:00,8/2/2016 0:00,8/2/2016IDEAS,-76.56312059,3.414295867,IDEAS,0,0,22.2,23.9,24.1,26.7,139.3,346.8
379,380,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32310,Vegetación secundaria o transición,VEGSEC,TOf,Formacion Ferreira,3.355017259,-76.56140801,1118.704468,12.7174921,LA RIVERITA,2622310103,380,12/20/2017 0:00,12/20/2017 0:00,12/20/2017LA RIVERITA,-76.56140801,3.355017259,LA RIVERITA,0,0,1.5,10.7,27.8,204.4,318.6,493.4
380,381,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Qal,Depositos aluviales,3.327818787,-76.63501582,1569.852051,42.98298264,EL TOPACIO,2622110201,381,12/22/2016 0:00,12/22/2016 0:00,12/22/2016EL TOPACIO,-76.63501582,3.327818787,EL TOPACIO,0,19,40.1,40.1,55.9,204.5,433.5,634.1
381,382,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,12111,Otras superficies artificiales con construcción,OICC,TOg,Formacion Guachinte,3.339493646,-76.5987921,1307.238647,22.07619858,PANCE - CHORRERA,2622110103,382,12/15/2015 0:00,12/15/2015 0:00,12/15/2015PANCE - CHORRERA,-76.5987921,3.339493646,PANCE - CHORRERA,1,7,7,7.2,24.6,264.2,294.8,309.2
382,383,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.509529606,-76.618009,1888.755859,25.40715218,SAN PABLO,2622420102,383,12/13/2017 0:00,12/13/2017 0:00,12/13/2017AGUACATAL,-76.618009,3.509529606,AGUACATAL,0,6,7.6,12,31,118.6,232.8,334
383,384,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.493046237,-76.60441253,1634.42041,26.78633118,AGUACATAL,2622420103,384,12/28/2015 0:00,12/28/2015 0:00,12/28/2015AGUACATAL,-76.60441253,3.493046237,AGUACATAL,0,0,0,0,18.8,31.6,139.2,156.4
384,385,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,Ql/Kv,Lateritas Formacion Volcanica,3.36399375,-76.55768267,1061.793701,42.00718689,LA RIVERITA,2622310103,385,12/3/2018 0:00,12/3/2018 0:00,12/3/2018LA RIVERITA,-76.55768267,3.36399375,LA RIVERITA,1,10,115.8,118.9,155.1,216.2,326.5,377.3
385,386,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.314635766,-76.57220941,1153.140137,29.91915131,PANCE - CHORRERA,2622110103,386,12/18/2015 0:00,12/18/2015 0:00,12/18/2015PANCE - CHORRERA,-76.57220941,3.314635766,PANCE - CHORRERA,6,13,18.2,18.4,26.8,201.4,306.2,320.6
386,387,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,TOf,Formacion Ferreira,3.354980571,-76.56224899,1139.301025,27.18174362,LA RIVERITA,2622310103,387,8/15/2018 0:00,8/15/2018 0:00,8/15/2018LA RIVERITA,-76.56224899,3.354980571,LA RIVERITA,0,4,3.9,3.9,28.7,32.4,78.8,252.8
387,388,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,Kv,Formacion Volcanica,3.446404925,-76.5496584,1078.86853,45.676754,PLANTA RIO CALI,2622400103,388,12/3/2015 0:00,12/3/2015 0:00,12/3/2015PLANTA RIO CALI,-76.5496584,3.446404925,PLANTA RIO CALI,0,0,0.4,1.7,9.4,46.8,77.5,112.9
388,389,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.32811232,-76.55243918,1039.669922,8.876957893,LA RIVERITA,2622310103,389,8/11/2017 0:00,8/11/2017 0:00,8/11/2017LA RIVERITA,-76.55243918,3.32811232,LA RIVERITA,2,31,31.4,31.4,31.4,84.5,156.5,271.2
389,390,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Kv,Formacion Volcanica,3.491878162,-76.61965805,1926.921753,35.33132935,AGUACATAL,2622420103,390,12/29/2016 0:00,12/29/2016 0:00,12/29/2016AGUACATAL,-76.61965805,3.491878162,AGUACATAL,1,17,17.6,90.2,92.6,169,305,487.2
390,391,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.449610179,-76.53785253,1002.545227,21.55056763,COLEGIO SAN JUAN BOSCO,2622330101,391,12/7/2005 0:00,12/7/2005 0:00,12/7/2005PLANTA RIO CALI,-76.53785253,3.449610179,PLANTA RIO CALI,0,2,75,77,77,221,336,405
391,392,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12211,Otras superficies artificiales sin construcción,OISC,Qal,Depositos aluviales,3.412149048,-76.55608814,976.1790771,12.02399445,IDEAS,2622330111,392,12/9/2016 0:00,12/9/2016 0:00,12/9/2016IDEAS,-76.55608814,3.412149048,IDEAS,0,20,102.2,103.4,130.6,182,203.5,215.5
392,393,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.386851144,-76.55038642,975.1843872,9.728899956,NAPOLES,2622330108,393,1/30/2019 0:00,1/30/2019 0:00,1/30/2019NAPOLES,-76.55038642,3.386851144,NAPOLES,0,0,0,0,7.1,46.5,112.6,333.9
393,394,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.29476693,-76.55436834,1013.586792,19.63746071,JAMUNDI,2622100202,394,8/1/2016 0:00,8/1/2016 0:00,8/1/2016EL PALACIO,-76.55436834,3.29476693,EL PALACIO,0,0,7,10,26,38,102,288
394,395,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.49079067,-76.60743024,1676.377563,26.58774376,AGUACATAL,2622420103,395,12/10/2016 0:00,12/10/2016 0:00,12/10/2016AGUACATAL,-76.60743024,3.49079067,AGUACATAL,5,8,11.2,76,84,189.6,302.6,454.6
